	neo_search_transaction_id	variable	value
195	73065	social	"{""klout"": {""link"": ""http://klout.com/Highrises""}, ""other"": {""link"": ""https://www.owler.com/iaApp/2680179/highrises-company-profile""}, ""twitter"": [{""id"": ""15032463"", ""bio"": ""Network of real estate agents specializing in high-rise condominiums."", ""link"": ""https://twitter.com/Highrises"", ""website"": ""http://t.co/X6sYJaFV6J"", ""location"": ""All over America"", ""followers"": 183, ""following"": 56}], ""citygrid"": {""link"": ""http://www.citysearch.com/profile/722810130/dallas_tx/travis_at_katy_trail.html""}, ""facebook"": {""link"": ""https://facebook.com/highrises""}, ""gravatar"": {""link"": ""https://gravatar.com/simivalleyrealestate""}, ""linkedin"": {""link"": ""https://linkedin.com/company/highrises-com""}, ""instagram"": {""link"": ""https://instagram.com/highrisesdotcom""}, ""pinterest"": {""link"": ""http://www.pinterest.com/highrises/""}, ""crunchbase"": {""link"": ""https://crunchbase.com/organization/organization/highrise""}, ""foursquare"": {""link"": ""https://foursquare.com/v/the-travis-at-katy-trail/4ff9e964e4b0cc077f24ece5"", ""likes"": 3, ""verified"": ""false"", ""tip_count"": 0, ""users_count"": 89, ""visits_count"": 334, ""checkins_count"": 262}, ""googleplus"": {""link"": ""https://plus.google.com/+Highrises""}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/dallas-tx/mip/the-travis-at-katy-trail-466100147?from=pubapi_4r5n5vtdr3"", ""rating"": 5, ""claimed"": ""true"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 1}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=13356405885401942288"", ""rating"": 1}}"
196	73066	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/9632696/dallas_tx/preston_hills_condominium_hoa.html""}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/dallas-tx/mip/preston-hills-condominium-homes-9987077?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=16432589720514685146"", ""rating"": 4.1, ""number_of_reviews"": 8}}"
197	73067	social	"{""foursquare"": {""link"": ""https://foursquare.com/v/turtle-creek-gardens/4c23f9c4f7ced13a4b25226d"", ""verified"": ""false"", ""tip_count"": 4, ""users_count"": 134, ""visits_count"": 1376, ""checkins_count"": 1300, ""number_of_tips"": 4}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/dallas-tx/mip/turtle-creek-gardens-condominiums-8963538?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=15099819161324208363"", ""rating"": 4, ""number_of_reviews"": 2}}"
198	73068	social	"{""foursquare"": {""link"": ""https://foursquare.com/v/alterra-apartment-homes/4b8313a8f964a5202ef630e3"", ""verified"": ""false"", ""tip_count"": 1, ""users_count"": 55, ""visits_count"": 414, ""checkins_count"": 386, ""number_of_tips"": 1}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/san-jose-ca/mip/cinnabar-condominium-rentals-14531081?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}}"
199	73069	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/1113976/san_jose_ca/1600_hamilton_place_villages.html""}, ""facebook"": {""url"": ""https://www.facebook.com/pages/1600-Hamilton-Place-Villages/134357243280905""}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/san-jose-ca/mip/1600-hamilton-place-villages-15029500?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}}"
200	73070	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/637980770/san_jose_ca/willow_glen_place_hoa.html""}, ""facebook"": {""url"": ""https://www.facebook.com/pages/Willow-Glen-Place/140498796146877"", ""likes"": ""12"", ""checkins"": ""477"", ""review_count"": ""2"", ""review_score"": ""5""}, ""foursquare"": {""link"": ""https://foursquare.com/v/willow-glen/4b0d842df964a520f94923e3"", ""likes"": 38, ""summary"": [""Lots of people like this place""], ""verified"": ""false"", ""tip_count"": 10, ""image_count"": 220, ""users_count"": 2691, ""visits_count"": 14076, ""checkins_count"": 12154, ""number_of_tips"": 10, ""user_generated_lists"": [{""url"": ""https://foursquare.com/jillarnone/list/sj-haunts"", ""name"": ""SJ haunts"", ""created_at"": ""2013-06-20 12:36:17"", ""updated_at"": ""2013-06-28 12:06:35"", ""description"": """", ""following_count"": 0}, {""url"": ""https://foursquare.com/scoobydoozi/list/san-francisco-bay-area-municipalities"", ""name"": ""San Francisco Bay Area municipalities"", ""created_at"": ""2013-05-01 22:20:34"", ""updated_at"": ""2015-01-12 18:31:00"", ""description"": ""The first 58 listed places are City of San Francisco, City of Oakland and City of San Jose neighborhoods (NOT independent cities). Remaining 108 are other Bay Area municipalities."", ""following_count"": 13}, {""url"": ""https://foursquare.com/camilleroservra/list/neighborhoods"", ""name"": ""Neighborhoods"", ""created_at"": ""2013-11-19 22:16:26"", ""updated_at"": ""2013-11-19 22:16:32"", ""description"": """", ""following_count"": 0}]}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/san-jose-ca/mip/willow-glen-place-hoa-22094990?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=2680780624107482667"", ""rating"": 4.5, ""number_of_reviews"": 6}}"
201	73071	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/619349380/san_jose_ca/terrace_hills_townhouse_owners.html""}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/san-jose-ca/mip/terrace-hills-townhouse-owners-assn-14882402?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=10238717305359008249"", ""rating"": 5, ""number_of_reviews"": 3}}"
202	73072	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/646509165/san_jose_ca/vietnam_town.html""}, ""facebook"": {""url"": ""https://www.facebook.com/Mint-Basil-in-Vietnam-Town-108369326208261/"", ""likes"": ""164"", ""checkins"": ""2,696"", ""verified"": ""false"", ""review_count"": ""46"", ""review_score"": ""4.5"", ""milestones_count"": 0}, ""foursquare"": {""link"": ""https://foursquare.com/v/vietnam-town-farmers-market/4eac50ef7ee5cd8bce434abf"", ""verified"": ""false"", ""tip_count"": 1, ""users_count"": 9, ""visits_count"": 32, ""checkins_count"": 32, ""number_of_tips"": 1}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/san-jose-ca/mip/vietnam-town-541300347?from=pubapi_4r5n5vtdr3"", ""claimed"": ""false"", ""primary_category"": ""Condominiums"", ""number_of_ratings"": 0}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=11254325627746647961"", ""rating"": 4}}"
203	73073	social	"{""citygrid"": {""link"": ""http://www.citysearch.com/profile/10213082/austin_tx/property_management_of_texas.html""}, ""foursquare"": {""link"": ""https://foursquare.com/v/property-management-of-texas/5a05d13b9e0d541db63fac73"", ""verified"": ""false"", ""tip_count"": 0, ""users_count"": 0, ""visits_count"": 0, ""checkins_count"": 0}, ""yellowpages"": {""link"": ""http://www.yellowpages.com/austin-tx/mip/property-management-of-texas-11256421?from=pubapi_4r5n5vtdr3"", ""rating"": 4.27, ""claimed"": ""true"", ""description"": ""PMT has a rich history in the Austin real estate market. Since the late 1970&apos;s, we have been in the same location and were the first to pioneer the concept of condominium marketing near the University of Texas. Because of our longevity and expertise, we have gained the trust of many owners and investors and have acquired numerous properties to manage, sell and lease. In addition, our HOA Management portfolio is prosperous and expanding.   We invite you to explore our website to learn more about Property Management of Texas&apos; services and look forward to assisting with your real estate needs"", ""primary_category"": ""Association Management"", ""number_of_ratings"": 26}, ""googleplaces"": {""link"": ""https://maps.google.com/?cid=6514039783700906660"", ""rating"": 1.7, ""number_of_reviews"": 21}, ""betterbusinessbureau"": {""link"": ""https://www.bbb.org/central-texas/business-reviews/real-estate/property-management-of-texas-in-austin-tx-41963"", ""alert"": ""No"", ""accredited"": ""No""}}"
204	73002	general	"{""total_data_points"": 963, ""total_data_sources"": 467}"
205	73003	general	"{""total_data_points"": 1641, ""total_data_sources"": 469}"
206	73005	general	"{""total_data_points"": 226, ""total_data_sources"": 461}"
207	73011	general	"{""total_data_points"": 1261, ""total_data_sources"": 429}"
208	73013	general	"{""total_data_points"": 2000, ""total_data_sources"": 515}"
209	73014	general	"{""total_data_points"": 951, ""total_data_sources"": 399}"
210	73028	general	"{""total_data_points"": 256, ""total_data_sources"": 397}"
211	73029	general	"{""total_data_points"": 175, ""total_data_sources"": 435}"
212	73030	general	"{""total_data_points"": 869, ""total_data_sources"": 406}"
213	73031	general	"{""total_data_points"": 236, ""total_data_sources"": 581}"
214	73032	general	"{""total_data_points"": 128, ""total_data_sources"": 463}"
215	73033	general	"{""total_data_points"": 14, ""total_data_sources"": 313}"
216	73034	general	"{""total_data_points"": 771, ""total_data_sources"": 676}"
217	73035	general	"{""total_data_points"": 1907, ""total_data_sources"": 603}"
218	73036	general	"{""total_data_points"": 380, ""total_data_sources"": 357}"
219	73037	general	"{""total_data_points"": 121, ""total_data_sources"": 376}"
220	73038	general	"{""total_data_points"": 519, ""total_data_sources"": 420}"
221	73039	general	"{""total_data_points"": 601, ""total_data_sources"": 500}"
222	73040	general	"{""total_data_points"": 412, ""total_data_sources"": 388}"
223	73041	general	"{""total_data_points"": 177, ""total_data_sources"": 418}"
224	73042	general	"{""total_data_points"": 390, ""total_data_sources"": 389}"
225	73043	general	"{""total_data_points"": 249, ""total_data_sources"": 350}"
226	73044	general	"{""total_data_points"": 450, ""total_data_sources"": 545}"
227	73045	general	"{""total_data_points"": 409, ""total_data_sources"": 617}"
228	73046	general	"{""total_data_points"": 238, ""total_data_sources"": 577}"
229	73047	general	"{""total_data_points"": 129, ""total_data_sources"": 359}"
230	73048	general	"{""total_data_points"": 753, ""total_data_sources"": 714}"
231	73049	general	"{""total_data_points"": 757, ""total_data_sources"": 446}"
232	73050	general	"{""total_data_points"": 734, ""total_data_sources"": 642}"
233	73051	general	"{""total_data_points"": 366, ""total_data_sources"": 418}"
234	73052	general	"{""total_data_points"": 116, ""total_data_sources"": 206}"
235	73053	general	"{""total_data_points"": 132, ""total_data_sources"": 354}"
236	73054	general	"{""total_data_points"": 395, ""total_data_sources"": 453}"
237	73055	general	"{""total_data_points"": 590, ""total_data_sources"": 418}"
238	73056	general	"{""total_data_points"": 708, ""total_data_sources"": 603}"
239	73057	general	"{""total_data_points"": 439, ""total_data_sources"": 317}"
240	73058	general	"{""total_data_points"": 425, ""total_data_sources"": 358}"
241	73059	general	"{""total_data_points"": 588, ""total_data_sources"": 551}"
242	73061	general	"{""total_data_points"": 561, ""total_data_sources"": 495}"
243	73062	general	"{""total_data_points"": 429, ""total_data_sources"": 495}"
244	73063	general	"{""total_data_points"": 709, ""total_data_sources"": 591}"
245	73064	general	"{""total_data_points"": 246, ""total_data_sources"": 586}"
246	73065	general	"{""total_data_points"": 734, ""total_data_sources"": 490}"
247	73066	general	"{""total_data_points"": 151, ""total_data_sources"": 342}"
248	73067	general	"{""total_data_points"": 658, ""total_data_sources"": 328}"
249	73068	general	"{""total_data_points"": 305, ""total_data_sources"": 368}"
250	73069	general	"{""total_data_points"": 173, ""total_data_sources"": 381}"
251	73070	general	"{""total_data_points"": 449, ""total_data_sources"": 532}"
252	73071	general	"{""total_data_points"": 213, ""total_data_sources"": 450}"
253	73072	general	"{""total_data_points"": 479, ""total_data_sources"": 546}"
254	73073	general	"{""total_data_points"": 970, ""total_data_sources"": 399}"
255	73002	business	"{""menu"": {""menu"": ""https://foursquare.com/v/4bc8b8068b7c9c7415c238cf/device_menu""}, ""currency"": {""currency"": ""$""}, ""websites"": {""urls"": [{""urls"": ""http://www.dulansoncrenshaw.com/""}, {""urls"": ""http://www.dulans-sfk.com/&sa=U&ved=0ahUKEwiAsZGR78PXAhVX6mMKHWMLBD0Q61gIGCgGMAA&usg=AOvVaw2-Mat7xfBPqQIGdnAY0GWQ""}, {""urls"": ""http://dulanscatering.com""}], ""rankings"": {""alexa_us_rank"": {""alexa_us_rank"": 730682}, ""alexa_global_rank"": {""alexa_global_rank"": 5886005}}, ""site_title"": {""site_title"": ""Dulans On Crenshaw Soul Food, Dulans Catering Co. | Los Angeles""}, ""site_description"": {""site_description"": ""Dulan's Catering, Dulans On Crenshaw Soul Food Restaurant, Catering and Banquet Hall Serving the Los Angeles Community for over 25 years. ""}, ""technology_stack"": {""technology_stack"": [""google_cloud"", ""go_squared""]}}, ""ownership"": {""ownership"": ""private""}, ""sic_codes"": [""73"", ""58""], ""price_tier"": {""price_tier"": 2}, ""naics_codes"": [""72""], ""price_range"": {""price_range"": ""$11-30""}, ""company_founded"": {""company_founded"": 1995}, ""payment_methods"": {""payment_methods"": ""ALL MAJOR CREDIT CARDS, NO CREDIT CARDS""}, ""sic_code_description"": [""Business Services""]}"
256	73003	business	"{""menu"": {""menu"": [""https://www.facebook.com/TheFishKeg/menu/?ref=page_internal"", ""https://foursquare.com/v/4b319ba1f964a520a80925e3/device_menu""]}, ""currency"": {""currency"": ""$""}, ""websites"": {""urls"": [{""urls"": ""http://thefishkeg.com""}], ""rankings"": {""global_rank"": {""global_rank"": 6857989}}, ""site_title"": {""site_title"": ""The Fish Keg""}, ""site_description"": {""site_description"": ""Chicago fried and fresh seafood, from single orders to party trays we have you covered, made fresh daily""}, ""technology_stack"": {""technology_stack"": [""godaddy_nameserver"", ""asp_net"", ""godaddy_hosting"", ""youtube"", ""google_widgets""]}}, ""ownership"": {""ownership"": ""private""}, ""sic_codes"": [""58""], ""price_tier"": {""price_tier"": 2}, ""naics_codes"": [""72""], ""price_range"": {""price_range"": ""$11-30""}, ""company_founded"": {""company_founded"": 1951}, ""payment_methods"": {""payment_methods"": ""DISCOVER, MASTER CARD, VISA, AMEX""}, ""languages_spoken"": {""languages_spoken"": ""Spanish""}, ""business_description"": {""description"": ""Decades-old counter-serve fish market with fresh & fried seafood plus chicken in a no-frills space.""}}"
